,First,Last,Nickname,Stance,Belt,height,reach,weight,win,lose,draw,total_fights,fighters_id
3644,Mairbek,Taisumov,Beckan,Orthodox,,175.26,185.42000000000002,70.307,27,6,0,33,FIG0430
3645,Nobuhiko,Takada,,Southpaw,,182.88,,99.79,2,6,2,10,FIG3082
3646,Yoshiki,Takahashi,Kazuo,Southpaw,,180.34,,90.265,30,27,3,60,FIG0039
3647,Yoko,Takahashi,,,,172.72,,68.039,15,12,2,29,FIG0654
3648,Daiju,Takase,,Southpaw,,182.88,,77.111,12,15,2,29,FIG0635
3649,Hiroyuki,Takaya,Streetfight Bancho,Orthodox,,167.64000000000001,,63.049,21,14,2,37,FIG0311
3650,Yoshihiro,Takayama,,Orthodox,,195.57999999999998,,127.006,1,4,0,5,FIG3690
3651,Makoto,Takimoto,,Southpaw,,170.18,,92.986,6,5,0,11,FIG2827
3652,Oleg,Taktarov,The Russian Bear,Orthodox,,182.88,,95.254,17,5,2,24,FIG1028
3653,Payton,Talbott,,Switch,,177.8,177.8,61.235,6,0,0,6,FIG3585
3654,Nordine,Taleb,,Orthodox,,185.42,187.96,77.111,15,7,0,22,FIG1238
3655,Murtaza,Talha,,,,,,92.986,6,0,0,6,FIG3584
3656,Tsuyoshi,Tamakairiki,,Orthodox,,182.88,,99.79,0,3,0,3,FIG3855
3657,Eli,Tamez,Tomahawk,,,170.18,,61.235,10,0,0,10,FIG3092
3658,Kiyoshi,Tamura,,Southpaw,,180.34,,83.915,32,13,3,48,FIG0115
3659,Akitoshi,Tamura,The Ironman,Orthodox,,175.26,177.8,61.235,21,18,2,41,FIG0221
3660,Issei,Tamura,,Orthodox,,165.1,160.02,61.235,10,8,0,18,FIG1663
3661,Jason,Tan,,Orthodox,,177.8,,77.111,5,3,0,8,FIG3341
3662,Akihito,Tanaka,Kinniku Mantaro,Southpaw,,,,,2,2,0,4,FIG3791
3663,Michinori,Tanaka,,Orthodox,,165.1,170.18,61.235,11,3,0,14,FIG2371
3664,Evan,Tanner,,Orthodox,,182.88,187.96,83.915,32,8,0,40,FIG0235
3665,Kasey,Tanner,,Orthodox,,170.18,175.26,61.235,6,1,0,7,FIG3583
3666,Manny,Tapia,The Mangler,Orthodox,,165.1,170.18,61.235,12,14,1,27,FIG0820
3667,Gary,Tapusoa,,,,170.18,,83.915,8,3,0,11,FIG2764
3668,Miesha,Tate,Cupcake,Orthodox,,167.64000000000001,165.1,61.235,19,9,0,28,FIG0706
3669,Deividas,Taurosevicius,,Southpaw,,175.26,172.72,65.771,17,5,0,22,FIG1239
3670,Thiago,Tavares,,Orthodox,,170.18,177.8,65.771,21,7,1,29,FIG0675
3671,Jeremy,Tavares,,,,,,61.235,1,6,0,7,FIG3498
3672,Brad,Tavares,,Orthodox,,185.42,187.96,83.915,20,9,0,29,FIG0671
3673,Ramon,Taveras,The Savage,Southpaw,,172.72,177.8,61.235,8,2,0,10,FIG3083
3674,Paul,Taylor,Relentless,Orthodox,,182.88,182.88,70.307,11,6,1,18,FIG1647
3675,Jesse,Taylor,JT Money,Orthodox,,182.88,185.42000000000002,77.111,31,15,0,46,FIG0141
3676,Torrance,Taylor,,,,170.18,,70.307,13,8,1,22,FIG1240
3677,Louis,Taylor,Handgunz,Orthodox,,180.34,,83.915,13,4,0,17,FIG1861
3678,Anthony,Taylor,Pretty Boy,,,170.18,,65.771,1,3,0,4,FIG3817
3679,Danielle,Taylor,Dynamite,Orthodox,,152.4,152.4,52.163,9,4,0,13,FIG2532
3680,J.T,Taylor,The Outlaw,,,177.8,,,7,7,0,14,FIG2368
3681,James,Te Huna,,Orthodox,,187.96,190.5,83.915,16,9,0,25,FIG0914
3682,Shawn,Teed,,Orthodox,,195.57999999999998,,120.202,5,2,0,7,FIG3501
3683,Glover,Teixeira,,Orthodox,,187.96,193.04,92.986,33,9,0,42,FIG0204
3684,John,Teixeira,Macapa,Orthodox,,170.18,,65.771,21,2,2,25,FIG0913
3685,Ewerton,Teixeira,,,,185.42,,109.769,3,1,0,4,FIG3796
3686,Tra,Telligman,Trauma,Orthodox,,187.96,,105.687,7,5,1,13,FIG2520
3687,Taneisha,Tennant,Triple Threat,Orthodox,,170.18,177.8,65.771,5,1,0,6,FIG3581
3688,Herman,Terrado,,,,,,77.111,15,3,1,19,FIG1611
3689,Dave,Terrel,The Bionic,Southpaw,,172.72,,77.111,7,7,0,14,FIG2398
3690,David,Terrell,The Soul Assassin,Southpaw,,185.42,,83.915,6,2,0,8,FIG3328
3691,James,Terry,Intensity,Orthodox,,177.8,,77.111,19,9,0,28,FIG0739
3692,Jeff,Terry,,,,187.96,,92.986,2,3,0,5,FIG3692
3693,David,Teymur,,Southpaw,,175.26,185.42000000000002,70.307,8,2,0,10,FIG3038
3694,Daniel,Teymur,Kid Dynamite,Orthodox,,165.1,175.26,65.771,7,4,0,11,FIG2810
3695,Motonobu,Tezuka,,Southpaw,,170.18,,61.235,28,12,7,47,FIG0139
3696,Jason,Thacker,,Orthodox,,177.8,,83.915,0,1,0,1,FIG4037
3697,Brandon,Thatch,Rukus,Switch,,187.96,187.96,77.111,11,5,0,16,FIG1981
3698,Elias,Theodorou,The Spartan,Orthodox,,185.42,190.5,83.915,16,3,0,19,FIG1591
3699,Nik,Theotikos,,Orthodox,,,,83.915,6,2,0,8,FIG3371
3700,Paulo,Thiago,,Orthodox,,180.34,187.96,77.111,18,9,0,27,FIG0766
3701,Din,Thomas,Dinyero,Orthodox,,175.26,,70.307,26,9,0,35,FIG0361
3702,Ryan,Thomas,The Tank Engine,Orthodox,,182.88,,77.111,20,8,0,28,FIG0686
3703,Noah,Thomas,,Orthodox,,175.26,,61.235,14,7,0,21,FIG1351
3704,Joel,Thomas,The NIce Guy,,,177.8,,77.111,5,2,0,7,FIG3507
3705,Treston,Thomison,,,,172.72,,65.771,10,6,0,16,FIG1978
3706,Nick,Thompson,The Goat,Orthodox,,185.42,187.96,77.111,38,14,1,53,FIG0072
3707,James,Thompson,The Colossus,Orthodox,,195.57999999999998,,120.202,20,16,0,36,FIG0323
3708,Oli,Thompson,,Orthodox,,185.42,,109.769,17,10,0,27,FIG0769
3709,Stephen,Thompson,Wonderboy,Orthodox,,182.88,190.5,77.111,17,6,1,24,FIG1043
3710,Josh,Thomson,The Punk,Orthodox,,177.8,180.34,70.307,22,9,0,31,FIG0541
3711,Simeon,Thoresen,The Grin,Orthodox,,185.42,200.66,77.111,17,6,1,24,FIG1042
3712,Josh,Thornburg,,,,182.88,,77.111,8,8,0,16,FIG1977
3713,Gleison,Tibau,,Southpaw,,177.8,180.34,70.307,33,14,0,47,FIG0137
3714,Chris,Tickle,BadBoy,,,175.26,,70.307,9,9,0,18,FIG1658
3715,Nolan,Ticman,,Orthodox,,167.64000000000001,,56.699,4,3,0,7,FIG3518
3716,Darren,Till,The Gorilla,Southpaw,,182.88,187.96,83.915,18,5,1,24,FIG1035
3717,Brett,Tillis,,,,,,65.771,0,0,0,0,FIG4101
3718,Denis,Tiuliulin,,Orthodox,,185.42,195.58,83.915,10,8,0,18,FIG1657
3719,Ryan,Tobar,,,,,,70.307,3,3,0,6,FIG3578
3720,Andrew,Todhunter,The Sniper,Switch,,182.88,,83.915,8,0,0,8,FIG3325
3721,Dusko,Todorovic,Thunder,Orthodox,,185.42,187.96,83.915,12,4,0,16,FIG1990
3722,Tuco,Tokkos,,Orthodox,,193.04,190.5,92.986,7,3,0,10,FIG3070
3723,Hideo,Tokoro,,Orthodox,,170.18,,61.235,34,29,2,65,FIG0026
3724,Anatoly,Tokov,,,,177.8,,83.915,25,2,0,27,FIG0762
3725,Kazuki,Tokudome,,Southpaw,,180.34,185.42000000000002,70.307,18,7,1,26,FIG0877
3726,Tyler,Toner,,Orthodox,,172.72,177.8,65.771,15,7,0,22,FIG1241
3727,James,Toney,Lights Out,Orthodox,,175.26,,99.79,0,1,0,1,FIG4034
3728,Masanori,Tonooka,,Orthodox,,172.72,,83.915,1,2,0,3,FIG3891
3729,Carl,Toomey,,,,,,,3,3,0,6,FIG3577
3730,Ilia,Topuria,El Matador,Orthodox,,170.18,175.26,65.771,14,0,0,14,FIG2244
3731,Anthony,Torres,The Crush,Orthodox,,172.72,,77.111,5,3,0,8,FIG3333
3732,Miguel,Torres,,Orthodox,,175.26,193.04,61.235,44,9,0,53,FIG0071
3733,Ronys,Torres,,Orthodox,,170.18,,70.307,35,5,0,40,FIG0231
3734,Haven,Torres,,,,,,56.699,0,0,0,0,FIG4098
3735,Tecia,Torres,The Tiny Tornado,Orthodox,,154.94,152.4,52.163,13,6,0,19,FIG1623
3736,Alex,Torres,Rolo,Orthodox,,177.8,,65.771,5,4,0,9,FIG3117
3737,Abram,Torres,,,,177.8,,77.111,4,3,0,7,FIG3466
3738,Jose,Torres,Shorty,Orthodox,,162.56,165.1,56.699,8,1,0,9,FIG3118
3739,Desmond,Torres,,Orthodox,,167.64000000000001,175.26,61.235,7,2,0,9,FIG3119
3740,Manuel,Torres,El Loco,,,177.8,185.42000000000002,70.307,14,2,0,16,FIG2027
3741,Salim,Touahri,Grizzly,Orthodox,,177.8,182.88,77.111,10,4,0,14,FIG2280
3742,Dequan,Townsend,The Tarantula,Orthodox,,190.5,200.66,92.986,21,12,0,33,FIG0441
3743,Minoru,Toyonaga,,Southpaw,,180.34,,88.45,2,5,0,7,FIG3465
3744,Slim,Trabelsi,,,,190.5,,106.594,5,0,0,5,FIG3699
3745,Roberto,Traven,Spider,Orthodox,,190.5,,102.965,6,4,1,11,FIG2756
3746,Bryan,Travers,,,,,,70.307,15,4,0,19,FIG1621
3747,Alexander,Trevino,,,,,,77.111,7,7,0,14,FIG2330
3748,Francisco,Trevino,Sitkayan,Orthodox,,175.26,177.8,70.307,13,3,0,16,FIG2022
3749,Angelo,Trevino,Baby Monsta,Switch,,180.34,,77.111,7,3,0,10,FIG3052
3750,Frank,Trigg,Twinkle Toes,Southpaw,,175.26,180.34,77.111,21,9,0,30,FIG0610
3751,Francisco,Trinaldo,Massaranduba,Southpaw,,175.26,177.8,77.111,28,9,0,37,FIG0296
3752,Damien,Trites,The Omen,,,180.34,,74.843,7,6,0,13,FIG2433
3753,Michael,Trizano,The Lone Wolf,Orthodox,,180.34,180.34,65.771,11,3,0,14,FIG2334
3754,Antonio,Trocoli,Malvado,Orthodox,,195.57999999999998,208.28,92.986,12,3,0,15,FIG2130
3755,Tor,Troeng,The Hammer,Orthodox,,187.96,,83.915,16,7,1,24,FIG1054
3756,Aaron,Trujillo,,,,165.1,,56.699,0,1,0,1,FIG4072
3757,Reynaldo,Trujillo,The Truth,,,175.26,,70.307,21,19,0,40,FIG0245
3758,Abel,Trujillo,Killa,Orthodox,,172.72,177.8,70.307,15,8,0,23,FIG1141
3759,Arman,Tsarukyan,Ahalkalakets,Orthodox,,170.18,182.88,70.307,20,3,0,23,FIG1142
3760,Rei,Tsuruya,,Orthodox,,167.64000000000001,172.72,56.699,8,0,0,8,FIG3338
3761,Chris,Tuchscherer,The Crowbar,Orthodox,,187.96,193.04,117.027,21,4,0,25,FIG0945
3762,Jon,Tuck,Super Saiyan,Orthodox,,180.34,185.42000000000002,70.307,10,5,0,15,FIG2127
3763,Gavin,Tucker,Guv'nor,Southpaw,,167.64000000000001,167.64000000000001,65.771,13,3,0,16,FIG2014
3764,Jumabieke,Tuerxun,The Wild Wolf,Orthodox,,170.18,,61.235,19,4,1,24,FIG1063
3765,Tom,Tuggle,The Law,Orthodox,,187.96,,113.398,0,3,0,3,FIG3907
3766,Blair,Tugman,,,,182.88,,61.235,10,6,0,16,FIG2013
3767,Tai,Tuivasa,Bam Bam,Southpaw,,187.96,190.5,119.748,15,6,0,21,FIG1336
3768,Zubaira,Tukhugov,Warrior,Orthodox,,172.72,172.72,70.307,20,6,1,27,FIG0765
3769,Teila,Tuli,,Orthodox,,182.88,,195.045,0,1,0,1,FIG4070
3770,Marco,Tulio,Matuto,Orthodox,,182.88,187.96,83.915,10,1,0,11,FIG2818
3771,Nyamjargal,Tumendemberel,Art of Knockout,Orthodox,,170.18,180.34,56.699,8,0,0,8,FIG3339
3772,Albert,Tumenov,Einstein,Orthodox,,180.34,185.42000000000002,77.111,18,4,0,22,FIG1258
3773,Ricky,Turcios,,Orthodox,,175.26,180.34,61.235,13,3,0,16,FIG2010
3774,Anton,Turkalj,The Pleasure Man,Orthodox,,193.04,198.12,92.986,8,3,0,11,FIG2807
3775,Wellington,Turman,The Prodigy,Orthodox,,182.88,182.88,77.111,18,7,0,25,FIG0944
3776,Courtney,Turner,,,,187.96,,77.111,0,3,0,3,FIG3910
3777,Jalin,Turner,The Tarantula,Southpaw,,190.5,195.58,70.307,13,7,0,20,FIG1501
3778,Austin,Tweedy,,Orthodox,,175.26,,70.307,8,2,0,10,FIG3073
3779,Marcin,Tybura,Tybur,Orthodox,,190.5,198.12,112.944,24,8,0,32,FIG0494
3780,Takeru,Uchida,,Southpaw,,165.1,172.72,56.699,6,1,0,7,FIG3462
3781,Alberto,Uda,,Orthodox,,190.5,,83.915,12,2,0,14,FIG2299
3782,Ryuki,Ueyama,,Southpaw,,180.34,,81.647,12,18,5,35,FIG0381
3783,Christian,Uflacker,,,,180.34,,77.111,5,0,0,5,FIG3701
3784,Andy,Uhrich,,,,182.88,,77.111,11,6,0,17,FIG1904
3785,Tagir,Ulanbekov,,Southpaw,,170.18,177.8,56.699,14,2,0,16,FIG2009
3786,Carlos,Ulberg,Black Jag,Orthodox,,193.04,195.58,92.986,10,1,0,11,FIG2749
3787,Gasan,Umalatov,Cobra,Orthodox,,180.34,180.34,77.111,17,4,2,23,FIG1128
3788,Jeremy,Umphries,,,,,,72.575,5,2,0,7,FIG3459
3789,Zach,Underwood,,,,187.96,,83.915,13,7,0,20,FIG1505
3790,Caol,Uno,Uno Shoten,Southpaw,,170.18,177.8,70.307,33,19,5,57,FIG0046
3791,Kengo,Ura,Uraken,,,175.26,,74.843,14,12,2,28,FIG0743
3792,Logan,Urban,Hulk,Orthodox,,182.88,182.88,77.111,5,1,0,6,FIG3573
3793,Hector,Urbina,El Toro,Orthodox,,180.34,185.42000000000002,77.111,17,10,1,28,FIG0742
3794,Elias,Urbina,,Southpaw,,190.5,195.58,83.915,3,1,0,4,FIG3790
3795,Gilbert,Urbina,The RGV Bad Boy,Orthodox,,190.5,190.5,77.111,7,3,0,10,FIG3026
3796,Nick,Urso,,Southpaw,,167.64000000000001,167.64000000000001,56.699,10,3,0,13,FIG2460
3797,Yasuhiro,Urushitani,,Southpaw,,165.1,,56.699,21,8,6,35,FIG0351
3798,Sho Patrick,Usami,Savage,Orthodox,,175.26,177.8,70.307,4,1,0,5,FIG3703
3799,Kamaru,Usman,The Nigerian Nightmare,Switch,,182.88,193.04,77.111,20,3,0,23,FIG1126
3800,Mohammed,Usman,The Motor,Orthodox,,187.96,200.66,108.408,10,2,0,12,FIG2573
3801,Darren,Uyenoyama,BC,Orthodox,,167.64000000000001,165.1,56.699,10,6,0,16,FIG2008
3802,Richie,Vaculik,Vas,Orthodox,,167.64000000000001,175.26,56.699,10,4,0,14,FIG2310
3803,Egidijus,Valavicius,,Orthodox,,182.88,,90.718,29,12,0,41,FIG0225
3804,Genaro,Valdez,Rayadito,Orthodox,,175.26,182.88,70.307,10,3,0,13,FIG2445
3805,Charlie,Valencia,,Orthodox,,160.02,162.56,61.235,12,7,0,19,FIG1612
3806,Victor,Valenzuela,Joe Boxer,,,177.8,,70.307,13,6,2,21,FIG1324
3807,Ivan,Valenzuela,Bam Bam,Orthodox,,187.96,195.58,83.915,8,2,0,10,FIG3044
3808,Timur,Valiev,Lucky,Orthodox,,167.64000000000001,170.18,61.235,18,3,0,21,FIG1326
3809,Victor,Valimaki,The Matrix,Orthodox,,182.88,,92.986,18,10,0,28,FIG0708
3810,Andrew,Valladerez,,,,,,61.235,5,7,0,12,FIG2586
3811,Kevin,Vallejos,El Chino,Switch,,170.18,172.72,65.771,11,1,0,12,FIG2631
3812,Isaac,Vallie-Flagg,,Orthodox,,172.72,177.8,70.307,16,7,1,24,FIG1067
3813,Joshua,Van,The Fearless,Orthodox,,165.1,165.1,56.699,8,1,0,9,FIG3172
3814,Mike,van Arsdale,,Switch,,187.96,,92.986,8,5,0,13,FIG2473
3815,Matt,Van Buren,Gutter,,,195.57999999999998,,92.986,7,6,0,13,FIG2422
3816,Ron,van Clief,The Black Dragon,Orthodox,,177.8,,86.182,0,1,0,1,FIG4077
3817,Lloyd,Van Dams,,Southpaw,,185.42,,108.862,0,1,0,1,FIG4080
3818,Cameron,VanCamp,Jumpman,Switch,,187.96,187.96,70.307,15,7,1,23,FIG1112
3819,Chad,Vance,,Orthodox,,182.88,,83.915,7,5,0,12,FIG2737
3820,Jared,Vanderaa,,Orthodox,,193.04,203.2,120.202,12,10,0,22,FIG1252
3821,Austin,Vanderford,AK-47,Orthodox,,180.34,,77.111,4,0,0,4,FIG3780
3822,Lando,Vannata,Groovy,Orthodox,,175.26,180.34,70.307,12,7,2,21,FIG1333
3823,Paige,VanZant,12 Gauge,Orthodox,,162.56,165.1,52.163,8,5,0,13,FIG2492
3824,Paul,Varelans,The Polar Bear,Orthodox,,203.2,,136.078,9,9,0,18,FIG1747
3825,Kazula,Vargas,,Southpaw,,172.72,180.34,70.307,12,5,0,17,FIG1875
3826,Jamie,Varner,,Orthodox,,172.72,180.34,70.307,21,11,1,33,FIG0463
3827,Guilherme,Vasconcelos,Bomba,Orthodox,,182.88,,83.915,9,4,0,13,FIG2508
3828,Linton,Vassell,The Swarm,,,193.04,,92.986,18,5,0,23,FIG1115
3829,Billy,Vaughan,,,,167.64000000000001,,70.307,12,17,0,29,FIG0658
3830,Yuri,Vaulin,,Southpaw,,193.04,,89.358,0,1,0,1,FIG4036
3831,Javier,Vazquez,Showtime,Southpaw,,170.18,175.26,65.771,16,5,0,21,FIG1323
3832,Manny,Vazquez,,Orthodox,,177.8,182.88,56.699,11,2,0,13,FIG2540
3833,Matt,Veach,,Orthodox,,180.34,,70.307,17,5,0,22,FIG1254
3834,Joe,Vedepo,The Doctor,Orthodox,,182.88,,83.915,18,9,0,27,FIG0819
3835,Kelly,Velasco,Killer,Orthodox,,175.26,,61.235,2,1,0,3,FIG3918
3836,Greg,Velasco,The Viking King,Southpaw,,187.96,177.8,120.202,6,0,0,6,FIG3572
3837,Cain,Velasquez,,Orthodox,,185.42,195.58,108.862,14,3,0,17,FIG1877
3838,David,Velasquez,Little,Orthodox,,165.1,,65.771,10,10,0,20,FIG1422
3839,Bojan,Velickovic,Serbian Steel,Southpaw,,182.88,193.04,77.111,15,6,1,22,FIG1255
3840,Karlos,Vemola,,Orthodox,,182.88,190.5,83.915,17,5,0,22,FIG1256
3841,Luigi,Vendramini,The Italian Stallion,Orthodox,,172.72,185.42000000000002,70.307,9,3,0,12,FIG2707
3842,Jerrel,Venetiaan,,Orthodox,,185.42,,88.45,4,3,0,7,FIG3456
3843,Scott,Ventimiglia,Meant to Kill Ya,,,180.34,,83.915,14,6,1,21,FIG1349
3844,Brandon,Vera,The Truth,Orthodox,,190.5,198.12,104.326,15,7,0,22,FIG1257
3845,Kerry,Vera,,Orthodox,,170.18,,61.235,2,0,0,2,FIG3936
3846,Marlon,Vera,Chito,Switch,,172.72,177.8,61.235,21,8,1,30,FIG0608
3847,Isis,Verbeek,Fight Queen,Orthodox,,162.56,162.56,52.163,5,2,0,7,FIG3455
3848,Ernie,Verdicia,,Orthodox,,180.34,,90.265,0,1,0,1,FIG4004
3849,Joe,Veres,,Orthodox,,170.18,,70.307,4,3,0,7,FIG3452
3850,Nikolay,Veretennikov,,Orthodox,,185.42,187.96,77.111,9,4,0,13,FIG2450
3851,CJ,Vergara,,Orthodox,,167.64000000000001,172.72,56.699,12,4,1,17,FIG1884
3852,Renato,Verissimo,Charuto,Orthodox,,185.42,,77.111,7,5,0,12,FIG2726
3853,Bryan,Vetell,,Southpaw,,190.5,,120.202,4,3,0,7,FIG3451
3854,Marvin,Vettori,The Italian Dream,Southpaw,,182.88,187.96,83.915,19,7,1,27,FIG0829
3855,Hugo,Viana,Wolverine,Orthodox,,167.64000000000001,170.18,61.235,8,4,0,12,FIG2724
3856,Guilherme,Viana,,,,193.04,,92.986,7,3,0,10,FIG3089
3857,Polyana,Viana,Dama de Ferro,Orthodox,,165.1,170.18,52.163,13,6,0,19,FIG1590
3858,Vitor,Vianna,,Orthodox,,,,92.986,12,3,1,16,FIG1985
3859,James,Vick,The Texecutioner,Orthodox,,190.5,193.04,70.307,13,5,0,18,FIG1769
3860,Tamires,Vidal,Tractor,Orthodox,,167.64000000000001,172.72,61.235,7,1,0,8,FIG3303
3861,Milton,Vieira,Miltinho,Orthodox,,182.88,,65.771,13,8,2,23,FIG1121
3862,Reginaldo,Vieira,,Orthodox,,170.18,165.1,61.235,13,5,0,18,FIG1767
3863,Ketlen,Vieira,Fenomeno,Orthodox,,172.72,172.72,61.235,14,3,0,17,FIG1862
3864,Rodolfo,Vieira,,Orthodox,,182.88,185.42000000000002,83.915,9,2,0,11,FIG2805
3865,Steve,Vigneault,Lionheart,Orthodox,,177.8,,83.915,12,6,0,18,FIG1780
3866,Alejandro,Villalobos,,,,170.18,,65.771,17,5,0,22,FIG1235
3867,DeMarco,Villalona,,,,175.26,,83.915,1,3,0,4,FIG3846
3868,Gian,Villante,,Orthodox,,190.5,193.04,104.326,17,14,0,31,FIG0529
3869,Ike,Villanueva,Hurricane,Orthodox,,185.42,185.42000000000002,92.986,18,14,0,32,FIG0491
3870,Ruben,Villareal,Warpath,Orthodox,,193.04,,120.202,22,28,3,53,FIG0079
3871,Armando,Villarreal,La Lumbre,Southpaw,,170.18,167.64000000000001,61.235,5,2,0,7,FIG3449
3872,Pablo,Villaseca,El Gallo,,,170.18,,70.307,12,3,0,15,FIG2141
3873,Joey,Villasenor,Smokin' Joe,Orthodox,,182.88,,83.915,29,10,0,39,FIG0254
3874,Danillo,Villefort,Indio,Orthodox,,185.42,,83.915,15,5,0,20,FIG1408
3875,Yuri,Villefort,,Orthodox,,182.88,185.42000000000002,77.111,10,5,0,15,FIG2134
3876,Marcos,Vinicius,Vina,Orthodox,,175.26,,56.699,23,11,1,35,FIG0346
3877,Brandon,Visher,The Viper,Orthodox,,167.64000000000001,172.72,61.235,13,3,0,16,FIG1996
3878,Falaniko,Vitale,Niko,Orthodox,,177.8,,83.915,30,11,0,41,FIG0215
3879,Cheyanne,Vlismas,The Warrior Princess,Switch,,160.02,160.02,52.163,7,3,0,10,FIG2956
3880,Bobby,Voelker,Vicious,Orthodox,,182.88,187.96,77.111,19,13,0,32,FIG0480
3881,Mateo,Vogel,Carrapato,Orthodox,,172.72,180.34,65.771,8,3,0,11,FIG2816
3882,Alexander,Volkanovski,The Great,Orthodox,,167.64000000000001,180.34,65.771,26,2,0,28,FIG0741
3883,Jacob,Volkmann,Christmas,Southpaw,,175.26,180.34,70.307,19,7,0,26,FIG0857
3884,Alexander,Volkov,Drago,Orthodox,,200.66,203.2,113.398,37,10,0,47,FIG0128
3885,Jason,Von Flue,Live Wire,Orthodox,,182.88,,77.111,14,12,1,27,FIG0787
3886,Milco,Voorn,,Orthodox,,,,99.79,20,11,1,32,FIG0490
3887,Mark,Vorgeas,,,,177.8,,61.235,5,3,1,9,FIG3206
3888,Igor,Vovchanchyn,Ice Cold,Orthodox,,172.72,,92.986,55,10,0,65,FIG0023
3889,James,Wade,,,,177.8,,92.986,4,11,0,15,FIG2108
3890,Chris,Wade,,Orthodox,,177.8,177.8,70.307,12,3,0,15,FIG2105
3891,Neil,Wain,Old School,Orthodox,,177.8,,109.769,13,4,0,17,FIG1797
3892,TJ,Waldburger,,Orthodox,,180.34,190.5,77.111,16,9,0,25,FIG0937
3893,Chase,Waldon,,Orthodox,,185.42,190.5,83.915,11,2,0,13,FIG2406
3894,Andre,Walker,,Southpaw,,180.34,,92.986,1,5,0,6,FIG3598
3895,Herschel,Walker,,Orthodox,,185.42,,97.522,2,0,0,2,FIG3935
3896,Donny,Walker,Eagle Eye,,,175.26,,61.235,15,10,0,25,FIG0935
3897,Johnny,Walker,,Orthodox,,198.12,208.28,92.986,21,7,0,28,FIG0712
3898,Brogan,Walker,The Bear,Switch,,162.56,170.18,56.699,8,4,0,12,FIG2710
3899,Valter,Walker,The Clean Monster,,,,,,11,0,0,11,FIG2786
3900,Ben,Wall,Manimal,Orthodox,,177.8,,70.307,8,7,1,16,FIG2078
3901,Crafton,Wallace,Blaze,Orthodox,,182.88,,83.915,18,6,1,25,FIG0933
3902,Rodney,Wallace,Shonuff the Master,Switch,,175.26,182.88,92.986,26,15,1,42,FIG0205
3903,Jeremy,Wallace,,,,175.26,,,4,6,0,10,FIG2961
3904,Randall,Wallace,Braveheart,Orthodox,,180.34,185.42000000000002,83.915,15,6,0,21,FIG1308
3905,James,Wallace,Jesse,Orthodox,,177.8,175.26,70.307,5,2,0,7,FIG3447
3906,Jim,Wallhead,Judo,Orthodox,,177.8,,77.111,29,11,0,40,FIG0252
3907,Cory,Walmsley,Hardcore,Orthodox,,182.88,,92.986,8,2,0,10,FIG2962
3908,Richard,Walsh,Filthy Rich,Orthodox,,182.88,185.42000000000002,77.111,9,5,0,14,FIG2293
3909,Patrick,Walsh,The Beast of the East,,,180.34,,83.915,10,3,0,13,FIG2539
3910,Erick,Wanderlei,,Orthodox,,185.42,,92.986,3,3,0,6,FIG3622
3911,Dimitiri,Wanderley,,Orthodox,,,,92.986,5,2,0,7,FIG3470
3912,Andy,Wang,,Orthodox,,167.64000000000001,,70.307,7,8,1,16,FIG2080
3913,Sai,Wang,The Fire Kylin,Southpaw,,182.88,,77.111,20,6,1,27,FIG0797
3914,Anying,Wang,,Orthodox,,182.88,,77.111,2,1,0,3,FIG3899
3915,Joshua,Wang-Kim,Twin Dragon,Switch,,175.26,180.34,61.235,5,2,0,7,FIG3489
3916,Curt,Warburton,,Orthodox,,182.88,185.42000000000002,70.307,13,6,0,19,FIG1596
3917,Brennan,Ward,The Irish Bad Boy,,,177.8,180.34,77.111,14,5,0,19,FIG1594
3918,Charlie,Ward,,Orthodox,,180.34,,77.111,3,3,0,6,FIG3616
3919,Terrion,Ware,Flash,Orthodox,,172.72,180.34,61.235,17,9,0,26,FIG0906
3920,Joe,Warren,,Orthodox,,167.64000000000001,,61.235,15,6,0,21,FIG1302
3921,Brian,Warren,Mr. Unbreakable,Orthodox,,182.88,,83.915,18,17,1,36,FIG0339
3922,Merritt,Warren,,Southpaw,,177.8,,70.307,3,3,0,6,FIG3615
3923,Idris,Wasi,,,,182.88,,84.368,2,14,0,16,FIG2037
3924,Kengo,Watanabe,,Orthodox,,193.04,,99.79,8,13,3,24,FIG0977
3925,Kazuhisa,Watanabe,,,,167.64000000000001,,63.049,0,1,0,1,FIG4008
3926,Ron,Waterman,H20,Orthodox,,187.96,,127.006,16,6,2,24,FIG0992
3927,Andy,Waters,,,,182.88,,77.111,1,2,0,3,FIG3870
3928,Dominic,Waters,Sho Nuff,Orthodox,,185.42,200.66,77.111,9,5,0,14,FIG2250
3929,Trey,Waters,The Truth,Orthodox,,195.57999999999998,195.58,77.111,8,1,0,9,FIG3181
3930,Michelle,Waterson-Gomez,The Karate Hottie,Orthodox,,160.02,157.48,52.163,18,11,0,29,FIG0662
3931,Sam,Watford,,,,,,70.307,2,2,0,4,FIG3829
3932,Blake,Watkins,,,,,,83.915,5,1,0,6,FIG3613
3933,Kyle,Watson,,Southpaw,,182.88,,70.307,13,8,1,22,FIG1214
3934,Maka,Watson,,,,,,70.307,4,2,0,6,FIG3610
3935,Walel,Watson,The Gazelle,Orthodox,,180.34,190.5,61.235,14,10,0,24,FIG0994
3936,Tom,Watson,Kong,Orthodox,,185.42,185.42000000000002,83.915,17,9,0,26,FIG0896
