,First,Last,Nickname,total_fights,full_name_conference,fighters_id
4108,Daniel,Allen,,4,DanielAllen,FIG4110
4107,Carli,Judice,Crispy,3,CarliJudiceCrispy,FIG4109
4106,Stephanie,Luciano,Rondinha,6,StephanieLucianoRondinha,FIG4108
4105,Cortavious,Romious,Are You Not Entertained?,8,CortaviousRomiousAre You Not Entertained?,FIG4107
4104,Daniel,Allen,,4,DanielAllen,FIG4106
4103,Mohammad,Yahya,,15,MohammadYahya,FIG4105
4102,Raheam,Forest,Rambo,8,RaheamForestRambo,FIG4104
4101,Edgar,Chairez,Puro Chicali,15,EdgarChairezPuro Chicali,FIG4103
3494,Chris,Solomon,,0,ChrisSolomon,FIG4102
3711,Brett,Tillis,,0,BrettTillis,FIG4101
1774,Craig,Jones,,0,CraigJones,FIG4100
1331,Jordan,Goodwin,,0,JordanGoodwin,FIG4099
3728,Haven,Torres,,0,HavenTorres,FIG4098
2634,Fedor,Nikolov,,0,FedorNikolov,FIG4097
2222,Dan,Manasoiu,,0,DanManasoiu,FIG4096
1840,Doug,Kay,,0,DougKay,FIG4095
3062,Haisam,Rida,,0,HaisamRida,FIG4094
2833,Felipe,Pena,Preguica,0,FelipePenaPreguica,FIG4093
135,Fellipe,Andrew,,0,FellipeAndrew,FIG4092
2391,Nick,Meregali,,0,NickMeregali,FIG4091
1097,Emily,Fernandez,,0,EmilyFernandez,FIG4090
751,Helena,Crevar,,0,HelenaCrevar,FIG4089
11,Cyborg,Abreu,,0,CyborgAbreu,FIG4088
1217,Eric,Galvan,,0,EricGalvan,FIG4087
161,Gabriel,Arges,,0,GabrielArges,FIG4086
3470,Dillon,Smith,,0,DillonSmith,FIG4085
2426,Mike,Minniger,,0,MikeMinniger,FIG4084
1240,Rulon,Gardner,,1,RulonGardner,FIG4083
2988,Thomas,Ramirez,,1,ThomasRamirez,FIG4082
1759,Nathan,Jones,,1,NathanJones,FIG4081
3811,Lloyd,Van Dams,,1,LloydVan Dams,FIG4080
1283,Demetrius,Gioulacos,,1,DemetriusGioulacos,FIG4079
1279,Krishaun,Gilmore,,1,KrishaunGilmore,FIG4078
3810,Ron,van Clief,The Black Dragon,1,Ronvan CliefThe Black Dragon,FIG4077
3112,Pedro,Rocha,,1,PedroRocha,FIG4076
3001,Raou,Raou,,1,RaouRaou,FIG4075
534,John,Campetella,,1,JohnCampetella,FIG4074
546,Jose,Canseco,,1,JoseCanseco,FIG4073
3750,Aaron,Trujillo,,1,AaronTrujillo,FIG4072
540,Asbel,Cancio,,1,AsbelCancio,FIG4071
3763,Teila,Tuli,,1,TeilaTuli,FIG4070
1915,Shingo,Kohara,,1,ShingoKohara,FIG4069
1738,Travis,Johnson,,1,TravisJohnson,FIG4068
259,Jose,Barreto,,1,JoseBarreto,FIG4067
1878,Jong Won,Kim,,1,Jong WonKim,FIG4066
3106,Mark,Robinson,White Rhino,1,MarkRobinsonWhite Rhino,FIG4065
1726,Art,Jimmerson,,1,ArtJimmerson,FIG4064
1679,Tatsuya,Iwasaki,,1,TatsuyaIwasaki,FIG4063
3236,Julian,Sanchez,,1,JulianSanchez,FIG4062
1478,Luke,Hartwig,,1,LukeHartwig,FIG4061
3555,Adam,Steele,,1,AdamSteele,FIG4060
1444,Frank,Hamaker,,1,FrankHamaker,FIG4059
3561,Dmitri,Stepanov,,1,DmitriStepanov,FIG4058
3583,Greg,Stott,Ranger,1,GregStottRanger,FIG4057
1502,Spencer,Hearns,,1,SpencerHearns,FIG4056
3588,Gennaro,Strangis,,1,GennaroStrangis,FIG4055
3598,Kyle,Sturgeon,,1,KyleSturgeon,FIG4054
3457,Matt,Skelton,,1,MattSkelton,FIG4053
3453,Yokthai,Sithoar,,1,YokthaiSithoar,FIG4052
3614,Jason,Suttie,Nobunaga,1,JasonSuttieNobunaga,FIG4051
1529,Joe,Hernandez,,1,JoeHernandez,FIG4050
1608,Saeed,Hosseini,,1,SaeedHosseini,FIG4049
3361,Scott,Shaffer,,1,ScottShaffer,FIG4048
1360,Cesar,Gracie,,1,CesarGracie,FIG4047
125,Lowell,Anderson,,1,LowellAnderson,FIG4046
124,Andy,Anderson,The Hammer,1,AndyAndersonThe Hammer,FIG4045
616,Donnie,Chappell,,1,DonnieChappell,FIG4044
1642,Minoki,Ichihara,,1,MinokiIchihara,FIG4043
1346,Hugo,Govea,,1,HugoGovea,FIG4042
3266,Adriano,Santos,,1,AdrianoSantos,FIG4041
1645,Sergey,Ignatov,,1,SergeyIgnatov,FIG4040
1655,Chris,Inman,,1,ChrisInman,FIG4039
691,Chris,Condo,,1,ChrisCondo,FIG4038
3690,Jason,Thacker,,1,JasonThacker,FIG4037
3824,Yuri,Vaulin,,1,YuriVaulin,FIG4036
596,Jenna,Castillo,,1,JennaCastillo,FIG4035
3721,James,Toney,Lights Out,1,JamesToneyLights Out,FIG4034
2002,Sione,Latu,,1,SioneLatu,FIG4033
2383,Luis,Mendoza,,1,LuisMendoza,FIG4032
2960,CM,Punk,,1,CMPunk,FIG4031
428,Mack,Brewer,,1,MackBrewer,FIG4030
2309,Brooke,Mayo,The Bully,1,BrookeMayoThe Bully,FIG4029
2325,Scott,McDonald,,1,ScottMcDonald,FIG4028
421,Roman,Bravo-Young,,1,RomanBravo-Young,FIG4027
943,Chris,Drumm,,1,ChrisDrumm,FIG4026
2029,Jackie,Lee,,1,JackieLee,FIG4025
3972,Rubin,Williams,Mr. Hollywood,1,RubinWilliamsMr. Hollywood,FIG4024
2375,Marcelo,Mello,,1,MarceloMello,FIG4023
409,Colley,Bradford,,1,ColleyBradford,FIG4022
3995,Ray,Wizard,,1,RayWizard,FIG4021
2591,Reza,Nasri,,1,RezaNasri,FIG4020
920,OJ,Dominguez,,1,OJDominguez,FIG4019
3999,Xue Do,Won,,1,Xue DoWon,FIG4018
4011,JW,Wright,,1,JWWright,FIG4017
402,Melton,Bowen,The Punisher,1,MeltonBowenThe Punisher,FIG4016
4051,John,Yoo,,1,JohnYoo,FIG4015
4063,Han Ten,Yun,,1,Han TenYun,FIG4014
883,Eldo Xavier,Dias,,1,Eldo XavierDias,FIG4013
806,Raymond,Daniels,,1,RaymondDaniels,FIG4012
395,Francois,Botha,White Buffalo,1,FrancoisBothaWhite Buffalo,FIG4011
4094,Errol,Zimmerman,The Bonecrusher,1,ErrolZimmermanThe Bonecrusher,FIG4010
2300,Francesco,Maturi,,1,FrancescoMaturi,FIG4009
3919,Kazuhisa,Watanabe,,1,KazuhisaWatanabe,FIG4008
936,John,Dowdy,,1,JohnDowdy,FIG4007
2153,Thaddeus,Luster,,1,ThaddeusLuster,FIG4006
2055,Alberta Cerra,Leon,,1,Alberta CerraLeon,FIG4005
3842,Ernie,Verdicia,,1,ErnieVerdicia,FIG4004
2060,Michael,Lerma,,1,MichaelLerma,FIG4003
481,Lee Kwan,Bum,,1,Lee KwanBum,FIG4002
1108,Scott,Fiedler,,1,ScottFiedler,FIG4001
2144,Robert,Lucarelli,,1,RobertLucarelli,FIG4000
2857,Jose,Perez,,1,JosePerez,FIG3999
753,Alex,Crispin,,1,AlexCrispin,FIG3998
2818,Roland,Payne,,1,RolandPayne,FIG3997
320,Dave,Berry,,1,DaveBerry,FIG3996
2211,Aliev,Makhmud,,1,AlievMakhmud,FIG3995
1959,Eldari,Kurtanidze,,1,EldariKurtanidze,FIG3994
2791,Ryan,Parker,,1,RyanParker,FIG3993
1042,Pro,Escobedo,,1,ProEscobedo,FIG3992
46,Wes,Albritton,,1,WesAlbritton,FIG3991
2258,Eric,Martin,,1,EricMartin,FIG3990
2362,Jose,Medina,,2,JoseMedina,FIG3989
2567,Yuji,Nagata,,2,YujiNagata,FIG3988
175,Gilles,Arsene,,2,GillesArsene,FIG3987
2550,Ian,Murphy,,2,IanMurphy,FIG3986
2694,Michiyoshi,Ohara,,2,MichiyoshiOhara,FIG3985
401,Tai,Bowden,,2,TaiBowden,FIG3984
1473,Dhafir,Harris,Dada 5000,2,DhafirHarrisDada 5000,FIG3983
3466,Eric,Smith,,2,EricSmith,FIG3982
1510,Matt,Helm,,2,MattHelm,FIG3981
2920,Brandon,Polcare,,2,BrandonPolcare,FIG3980
227,Scott,Baker,,2,ScottBaker,FIG3979
2534,Jim,Mullen,,2,JimMullen,FIG3978
2921,Mike,Polchlopek,Mike Barton,2,MikePolchlopekMike Barton,FIG3977
2420,Eddy,Millis,,2,EddyMillis,FIG3976
2260,Dave,Martin,,2,DaveMartin,FIG3975
2483,Dustin,Moore,,2,DustinMoore,FIG3974
384,Igor,Borisov,,2,IgorBorisov,FIG3973
650,Branko,Cikatic,,2,BrankoCikatic,FIG3972
1794,Steve,Judson,,2,SteveJudson,FIG3971
1535,Paul,Herrera,The Bone Crusher,2,PaulHerreraThe Bone Crusher,FIG3970
626,Ion,Cherdivara,,2,IonCherdivara,FIG3969
1670,Yuki,Ishikawa,,2,YukiIshikawa,FIG3968
2364,Sanford Alton,Meeks,,2,Sanford AltonMeeks,FIG3967
353,David,Blanco,,2,DavidBlanco,FIG3966
2187,Eric,Magana,,2,EricMagana,FIG3965
3283,Nick,Sanzo,,2,NickSanzo,FIG3964
3300,Townsend,Saunders,,2,TownsendSaunders,FIG3963
2324,Michael,McDonald,The Black Sniper,2,MichaelMcDonaldThe Black Sniper,FIG3962
1635,Alex,Hunter,,2,AlexHunter,FIG3961
589,Dwayne,Cason,,2,DwayneCason,FIG3960
1541,Jon,Hess,,2,JonHess,FIG3959
3328,Mark,Schultz,,2,MarkSchultz,FIG3958
2460,Bronson,Mohika,,2,BronsonMohika,FIG3957
2868,Leiticia,Pestova,,2,LeiticiaPestova,FIG3956
2265,Rainy,Martinez,,2,RainyMartinez,FIG3955
3338,Rony,Sefo,,2,RonySefo,FIG3954
3186,Eddie,Ruiz,,2,EddieRuiz,FIG3953
3353,Nicholas,Sergiacomi,,2,NicholasSergiacomi,FIG3952
2569,Logan,Nail,,2,LoganNail,FIG3951
363,Jeremy,Boczulak,,2,JeremyBoczulak,FIG3950
3329,Brian,Schwartz,,2,BrianSchwartz,FIG3949
2279,Max,Martyniouk,Payne,2,MaxMartynioukPayne,FIG3948
3330,Eric,Schwartz,,2,EricSchwartz,FIG3947
798,Marko,Damiani,,2,MarkoDamiani,FIG3946
857,Israel,Delgado,,2,IsraelDelgado,FIG3945
1158,Mason,Fowler,,2,MasonFowler,FIG3944
1054,Fred,Ettish,,2,FredEttish,FIG3943
120,Bertrand,Amoussou,,2,BertrandAmoussou,FIG3942
757,Jeff,Crotty,,2,JeffCrotty,FIG3941
1079,Joao Paulo,Faria,,2,Joao PauloFaria,FIG3940
779,Larry,Cureton,,2,LarryCureton,FIG3939
1304,Alan,Gomez,,2,AlanGomez,FIG3938
4044,Yoshiaki,Yatsu,,2,YoshiakiYatsu,FIG3937
3839,Kerry,Vera,,2,KerryVera,FIG3936
3889,Herschel,Walker,,2,HerschelWalker,FIG3935
661,John,Clarke,,2,JohnClarke,FIG3934
813,Sean,Daugherty,,2,SeanDaugherty,FIG3933
935,Cedric,Doumbe,,2,CedricDoumbe,FIG3932
1001,John,Elam,,2,JohnElam,FIG3931
113,Chris,Amarante,,2,ChrisAmarante,FIG3930
1196,Sam,Fulton,,2,SamFulton,FIG3929
3997,Danyelle,Wolf,,2,DanyelleWolf,FIG3928
1141,Cody,Floyd,,2,CodyFloyd,FIG3927
822,Mike,Davis,,2,MikeDavis,FIG3926
1199,Katsuaki,Furuki,,2,KatsuakiFuruki,FIG3925
3171,Ray,Routh,,3,RayRouth,FIG3924
3176,Brad,Royster,,3,BradRoyster,FIG3923
2225,Michael,Mangan,,3,MichaelMangan,FIG3922
1305,David,Gomez,,3,DavidGomez,FIG3921
3212,Gokhan,Saki,The Rebel,3,GokhanSakiThe Rebel,FIG3920
702,Bill,Cooper,,3,BillCooper,FIG3919
3829,Kelly,Velasco,Killer,3,KellyVelascoKiller,FIG3918
2285,Tiffany,Masters,Rainbow Renegade,3,TiffanyMastersRainbow Renegade,FIG3917
2140,Brandon,Lowe,,3,BrandonLowe,FIG3916
3011,Iony,Razafiarison,,3,IonyRazafiarison,FIG3915
1931,Ilya,Kotau,,3,IlyaKotau,FIG3914
1737,Devin,Johnson,,3,DevinJohnson,FIG3913
2746,Craig,Oxley,,3,CraigOxley,FIG3912
48,Israel,Albuquerque,,3,IsraelAlbuquerque,FIG3911
3770,Courtney,Turner,,3,CourtneyTurner,FIG3910
1898,Koji,Kitao,,3,KojiKitao,FIG3909
458,Jules,Bruchez,,3,JulesBruchez,FIG3908
3759,Tom,Tuggle,The Law,3,TomTuggleThe Law,FIG3907
2184,Vinicius,Magalhaes,Draculinho,3,ViniciusMagalhaesDraculinho,FIG3906
1263,Nick,Gibbons,,3,NickGibbons,FIG3905
1227,Sean,Gannon,The Cannon,3,SeanGannonThe Cannon,FIG3904
1818,Ken,Kaneko,,3,KenKaneko,FIG3903
1803,Patrick,Kaase,Kamikaze,3,PatrickKaaseKamikaze,FIG3902
2200,Michelle,Maher,,3,MichelleMaher,FIG3901
2799,Onassis,Parungao,,3,OnassisParungao,FIG3900
3908,Anying,Wang,,3,AnyingWang,FIG3899
322,Dieusel,Berto,,3,DieuselBerto,FIG3898
236,Yohan,Banks,,3,YohanBanks,FIG3897
1285,He-Man,Gipson,,3,He-ManGipson,FIG3896
49,Juan,Alcain,,3,JuanAlcain,FIG3895
1689,Mike,Jackson,The Truth,3,MikeJacksonThe Truth,FIG3894
1762,Jesse,Jones,,3,JesseJones,FIG3893
2872,Cory,Peterson,LA Giant,3,CoryPetersonLA Giant,FIG3892
3722,Masanori,Tonooka,,3,MasanoriTonooka,FIG3891
700,Dewey,Cooper,The Black Cobra,3,DeweyCooperThe Black Cobra,FIG3890
972,Bill,Duvall,,3,BillDuvall,FIG3889
301,Mike,Bencic,Batman,3,MikeBencicBatman,FIG3888
1543,Brandon,Hester,The Beast,3,BrandonHesterThe Beast,FIG3887
4041,Emmanuel,Yarborough,,3,EmmanuelYarborough,FIG3886
889,Michael,Diaz,,3,MichaelDiaz,FIG3885
3452,AJ,Siscoe,Let's Go,3,AJSiscoeLet's Go,FIG3884
808,Alexandre,Dantas,Cafe,3,AlexandreDantasCafe,FIG3883
848,Crezio,de Souza,,3,Creziode Souza,FIG3882
2515,Jack,Morrison,,3,JackMorrison,FIG3881
2513,Scott,Morris,,3,ScottMorris,FIG3880
1980,Todd,Lally,,3,ToddLally,FIG3879
2047,Stefan,Leko,Blitz,3,StefanLekoBlitz,FIG3878
1428,Steve,Hadsel,,3,SteveHadsel,FIG3877
3469,Adam,Smith,,3,AdamSmith,FIG3876
1453,Dean,Hancock,The Hammer,3,DeanHancockThe Hammer,FIG3875
2031,Tae Hyun,Lee,,3,Tae HyunLee,FIG3874
1466,Baru,Harn,Seiryu,3,BaruHarnSeiryu,FIG3873
2443,Clay,Mitchell,,3,ClayMitchell,FIG3872
2469,Rudyard,Moncayo,,3,RudyardMoncayo,FIG3871
3921,Andy,Waters,,3,AndyWaters,FIG3870
898,Ralph,Dillon,Rage,3,RalphDillonRage,FIG3869
1549,Lee,Higgins,,3,LeeHiggins,FIG3868
1611,Jamie,Houston,,3,JamieHouston,FIG3867
1319,Fabian,Gonzalez,,3,FabianGonzalez,FIG3866
2687,Christian,Ocon,,3,ChristianOcon,FIG3865
1091,Rhadi,Ferguson,,3,RhadiFerguson,FIG3864
3267,Paulo,Santos,,3,PauloSantos,FIG3863
1644,Valeri,Ignatov,,3,ValeriIgnatov,FIG3862
1946,John,Kuhner,,3,JohnKuhner,FIG3861
2328,Miles,McDonald,,3,MilesMcDonald,FIG3860
1962,Lina,Kvokov,,3,LinaKvokov,FIG3859
3045,Johnny,Rhodes,,3,JohnnyRhodes,FIG3858
2352,Charles,McTorry,,3,CharlesMcTorry,FIG3857
199,David,Avellan,,3,DavidAvellan,FIG3856
3650,Tsuyoshi,Tamakairiki,,3,TsuyoshiTamakairiki,FIG3855
923,Houston,Dorr,,3,HoustonDorr,FIG3854
2607,Steve,Nelmark,The Sandman,3,SteveNelmarkThe Sandman,FIG3853
1366,Steven,Graham,,3,StevenGraham,FIG3852
2069,Kyle,Levinton,,3,KyleLevinton,FIG3851
2068,David,Levicki,,4,DavidLevicki,FIG3850
494,Derrick,Burnsed,,4,DerrickBurnsed,FIG3849
2883,Dino,Pezao,,4,DinoPezao,FIG3848
2918,John,Polakowski,Buckets of Blood,4,JohnPolakowskiBuckets of Blood,FIG3847
3861,DeMarco,Villalona,,4,DeMarcoVillalona,FIG3846
3496,Paul,Song,,4,PaulSong,FIG3845
750,Paul,Creighton,,4,PaulCreighton,FIG3844
4099,George,Zuniga,,4,GeorgeZuniga,FIG3843
2477,Alberto,Montes,The Promise,4,AlbertoMontesThe Promise,FIG3842
2498,Joe,Moreira,,4,JoeMoreira,FIG3841
392,Marcus,Bossett,The Grasshopper,4,MarcusBossettThe Grasshopper,FIG3840
2407,Billy,Miles,The Kid,4,BillyMilesThe Kid,FIG3839
2568,Greg,Nagy,,4,GregNagy,FIG3838
408,Anvar,Boynazarov,The Uzbek,4,AnvarBoynazarovThe Uzbek,FIG3837
921,John,Donaldson,J.T.,4,JohnDonaldsonJ.T.,FIG3836
358,Dashawn,Boatwright,"Buck, the 400-pound Silverback",4,"DashawnBoatwrightBuck, the 400-pound Silverback",FIG3835
2370,Bryce,Mejia,,4,BryceMejia,FIG3834
60,Talita,Alencar,,4,TalitaAlencar,FIG3833
3934,Stephanie,Webber,,4,StephanieWebber,FIG3832
965,Alex,Dunworth,,4,AlexDunworth,FIG3831
2313,Bobby,McAndrews,,4,BobbyMcAndrews,FIG3830
3925,Sam,Watford,,4,SamWatford,FIG3829
40,Javi,Alanis,,4,JaviAlanis,FIG3828
2715,Andy,Ologun,,4,AndyOlogun,FIG3827
1003,John Paul,Elias,,4,John PaulElias,FIG3826
1016,Sovannahry,Em,The Sweet Savage,4,SovannahryEmThe Sweet Savage,FIG3825
449,Terrell,Brown,,4,TerrellBrown,FIG3824
2822,Andre,Pederneiras,,4,AndrePederneiras,FIG3823
2824,Matt,Pedro,,4,MattPedro,FIG3822
3931,Enrique,Watson,,4,EnriqueWatson,FIG3821
2980,Gilbert,Rael,,4,GilbertRael,FIG3820
272,Sean,Bassett,,4,SeanBassett,FIG3819
388,Zachary,Borrego,The Dragon,4,ZacharyBorregoThe Dragon,FIG3818
3672,Anthony,Taylor,Pretty Boy,4,AnthonyTaylorPretty Boy,FIG3817
1796,Bu-Kyung,Jung,,4,Bu-KyungJung,FIG3816
561,Rafael,Carino,,4,RafaelCarino,FIG3815
1583,Ben,Holscher,The Teacher,4,BenHolscherThe Teacher,FIG3814
1767,Victor,Jones,,4,VictorJones,FIG3813
1593,David,Hood,,4,DavidHood,FIG3812
3630,Osamu,Tachihikari,,4,OsamuTachihikari,FIG3811
3631,Amber,Tackett,,4,AmberTackett,FIG3810
1367,Scott,Graham,,4,ScottGraham,FIG3809
3347,Brandon,Sene,,4,BrandonSene,FIG3808
3339,Ray,Sefo,Sugarfoot,4,RaySefoSugarfoot,FIG3807
3175,Kain,Royer,,4,KainRoyer,FIG3806
1713,Trent,Jenkins,,4,TrentJenkins,FIG3805
1613,Harold,Howard,,4,HaroldHoward,FIG3804
3231,Johnny,Sampaio,,4,JohnnySampaio,FIG3803
1358,Ralek,Gracie,,4,RalekGracie,FIG3802
1350,Crosley,Gracie,,4,CrosleyGracie,FIG3801
1624,Casey,Huffman,Hellbent,4,CaseyHuffmanHellbent,FIG3800
3254,Yuhi,Sano,,4,YuhiSano,FIG3799
1332,Gerard,Gordeau,,4,GerardGordeau,FIG3798
3257,Duda,Santana,Cowboyzinha,4,DudaSantanaCowboyzinha,FIG3797
3679,Ewerton,Teixeira,,4,EwertonTeixeira,FIG3796
1335,Tebaris,Gordon,Boom,4,TebarisGordonBoom,FIG3795
3616,Chad,Sutton,,4,ChadSutton,FIG3794
176,Veta,Arteaga,,4,VetaArteaga,FIG3793
91,Cesar,Almeida,Cesinha,4,CesarAlmeidaCesinha,FIG3792
3656,Akihito,Tanaka,Kinniku Mantaro,4,AkihitoTanakaKinniku Mantaro,FIG3791
3788,Elias,Urbina,,4,EliasUrbina,FIG3790
1426,Keith,Hackney,The Giant Killer,4,KeithHackneyThe Giant Killer,FIG3789
1964,Jarrod,Kwitty,,4,JarrodKwitty,FIG3788
1511,Elisha,Helsper,Knuckles,4,ElishaHelsperKnuckles,FIG3787
3454,Jeri,Sitzes,,4,JeriSitzes,FIG3786
3604,Takashi,Sugiura,,4,TakashiSugiura,FIG3785
264,Ricardo,Barros,,4,RicardoBarros,FIG3784
3495,Joe,Son,,4,JoeSon,FIG3783
3038,Herman,Renting,,4,HermanRenting,FIG3782
1517,Cory,Hendricks,,4,CoryHendricks,FIG3781
3815,Austin,Vanderford,AK-47,4,AustinVanderfordAK-47,FIG3780
257,Dan,Barrera,The Fireman,4,DanBarreraThe Fireman,FIG3779
81,Dan,Allen,,4,DanAllen,FIG3778
1474,Trevor,Harris,,4,TrevorHarris,FIG3777
1252,Charlene,Gellner,Princess,4,CharleneGellnerPrincess,FIG3776
1188,Jesse,Fujarczyk,The Ronin,4,JesseFujarczykThe Ronin,FIG3775
1875,Jin Oh,Kim,,4,Jin OhKim,FIG3774
1440,Tony,Halme,,4,TonyHalme,FIG3773
2999,Vernon,Ramos Ho,,4,VernonRamos Ho,FIG3772
1459,Janay,Harding,Hollowpoint,5,JanayHardingHollowpoint,FIG3771
1483,Tomohiko,Hashimoto,,5,TomohikoHashimoto,FIG3770
1469,Gerry,Harris,,5,GerryHarris,FIG3769
934,Damion,Douglas,,5,DamionDouglas,FIG3768
2366,Frank,Megallon,,5,FrankMegallon,FIG3767
400,Jess,Bouscal,,5,JessBouscal,FIG3766
680,Ivan,Cole,JP,5,IvanColeJP,FIG3765
398,Rich,Bouphanouvong,,5,RichBouphanouvong,FIG3764
905,Melissa,Dixon,No Mess Mullins,5,MelissaDixonNo Mess Mullins,FIG3763
901,Jhonata,Diniz,,5,JhonataDiniz,FIG3762
1558,Kailan,Hill,,5,KailanHill,FIG3761
1376,James,Gray,The Phenom,5,JamesGrayThe Phenom,FIG3760
2403,Keith,Mielke,,5,KeithMielke,FIG3759
1378,Sam,Greco,,5,SamGreco,FIG3758
1415,Fabio,Gurgel,,5,FabioGurgel,FIG3757
646,Cameron,Church,,5,CameronChurch,FIG3756
1425,Chelsea,Hackett,Hammer,5,ChelseaHackettHammer,FIG3755
2022,Jerome,LeBanner,,5,JeromeLeBanner,FIG3754
2337,Jack,McGlaughlin,,5,JackMcGlaughlin,FIG3753
1826,Ernesta,Kareckaite,,5,ErnestaKareckaite,FIG3752
720,Chad,Corvin,The Brave Warrior,5,ChadCorvinThe Brave Warrior,FIG3751
2174,Pauline,Macias,PITA,5,PaulineMaciasPITA,FIG3750
2167,Clayton,MacFarlane,,5,ClaytonMacFarlane,FIG3749
1914,Sokun,Koh,,5,SokunKoh,FIG3748
1934,Marcus,Kowal,,5,MarcusKowal,FIG3747
2136,Rashard,Lovelace,,5,RashardLovelace,FIG3746
552,Frank,Caracci,,5,FrankCaracci,FIG3745
1942,Jorgen,Kruth,The Last Viking,5,JorgenKruthThe Last Viking,FIG3744
1119,Brady,Fink,,5,BradyFink,FIG3743
1122,Torrez,Finney,The Punisher,5,TorrezFinneyThe Punisher,FIG3742
1971,Kemran,Lachinov,,5,KemranLachinov,FIG3741
505,Goldman,Butler,,5,GoldmanButler,FIG3740
2037,Rocky,Lee,,5,RockyLee,FIG3739
734,JR,Coughran,Bam Bam,5,JRCoughranBam Bam,FIG3738
504,Todd,Butler,,5,ToddButler,FIG3737
1953,Keigo,Kunihara,,5,KeigoKunihara,FIG3736
1272,Joey,Gilbert,,5,JoeyGilbert,FIG3735
558,Edgar,Cardenas,Kitty Katt,5,EdgarCardenasKitty Katt,FIG3734
451,Frederick,Brown,,5,FrederickBrown,FIG3733
696,Bob,Cook,Crazy,5,BobCookCrazy,FIG3732
994,Adli,Edwards,,5,AdliEdwards,FIG3731
1705,Josh,Jarvis,,5,JoshJarvis,FIG3730
1308,Luis,Gomez,Tiger Junior,5,LuisGomezTiger Junior,FIG3729
2012,Lance,Lawrence,,5,LanceLawrence,FIG3728
592,Eric,Castile,,5,EricCastile,FIG3727
1013,Anna,Elmose,Panda,5,AnnaElmosePanda,FIG3726
1718,Steve,Jennum,,5,SteveJennum,FIG3725
2249,Cesar,Marscucci,,5,CesarMarscucci,FIG3724
1288,Jason,Glaza,,5,JasonGlaza,FIG3723
2223,Troy,Mandaloniz,Rude Boy,5,TroyMandalonizRude Boy,FIG3722
708,Michael,Cora,Kookie Monster,5,MichaelCoraKookie Monster,FIG3721
2217,Bea,Malecki,,5,BeaMalecki,FIG3720
1761,Carlton,Jones,,5,CarltonJones,FIG3719
1783,Dwight,Joseph,,5,DwightJoseph,FIG3718
1790,Dustin,Joynson,,5,DustinJoynson,FIG3717
1275,Jesse,Gillespie,,5,JesseGillespie,FIG3716
685,Jamie,Colleen,,5,JamieColleen,FIG3715
2299,John,Matua,,5,JohnMatua,FIG3714
817,Rick,Davis,The Flying Squirrel,5,RickDavisThe Flying Squirrel,FIG3713
254,Chris,Barnhizer,,5,ChrisBarnhizer,FIG3712
3172,Roberta,Rovel,Crusher,5,RobertaRovelCrusher,FIG3711
3224,Quillan,Salkilld,,5,QuillanSalkilld,FIG3710
3248,Hugo,Sandoval,,5,HugoSandoval,FIG3709
2990,Matt,Ramirez,The Machine,5,MattRamirezThe Machine,FIG3708
2726,Chibwikem,Onyenegecha,,5,ChibwikemOnyenegecha,FIG3707
163,Reza,Arianto,The Crazy Lion,5,RezaAriantoThe Crazy Lion,FIG3706
2985,Sora,Rakhmonova,,5,SoraRakhmonova,FIG3705
71,Royce,Alger,,5,RoyceAlger,FIG3704
3792,Sho Patrick,Usami,Savage,5,Sho PatrickUsamiSavage,FIG3703
2766,Jose,Palacios,,5,JosePalacios,FIG3702
3777,Christian,Uflacker,,5,ChristianUflacker,FIG3701
2778,Kathryn,Paprocki,,5,KathrynPaprocki,FIG3700
3738,Slim,Trabelsi,,5,SlimTrabelsi,FIG3699
2969,Jimmy,Quinlan,Crash,5,JimmyQuinlanCrash,FIG3698
3163,Zach,Rosol,,5,ZachRosol,FIG3697
97,Mike,Altman,,5,MikeAltman,FIG3696
104,Anthony,Alves,,5,AnthonyAlves,FIG3695
3357,Fredy,Serrano,El Profe,5,FredySerranoEl Profe,FIG3694
2817,Sarah,Payant,Soulja,5,SarahPayantSoulja,FIG3693
3686,Jeff,Terry,,5,JeffTerry,FIG3692
2836,Drew,Pendleton,,5,DrewPendleton,FIG3691
3644,Yoshihiro,Takayama,,5,YoshihiroTakayama,FIG3690
3632,Eugenio,Tadeu,,5,EugenioTadeu,FIG3689
2870,Tommy,Petersen,,5,TommyPetersen,FIG3688
2903,Joao,Pierini,,5,JoaoPierini,FIG3687
3443,Everett,Sims,Sexual Chocolate,5,EverettSimsSexual Chocolate,FIG3686
3449,Mitchell,Sipe,No Dice,5,MitchellSipeNo Dice,FIG3685
2899,Fabiola,Pidroni,The Queen,5,FabiolaPidroniThe Queen,FIG3684
3596,Josh,Stuart,,5,JoshStuart,FIG3683
146,Angelo,Antonio,,5,AngeloAntonio,FIG3682
3320,Daniel,Schmitt,,5,DanielSchmitt,FIG3681
52,Alfonso,Alcarez,,5,AlfonsoAlcarez,FIG3680
2734,Kurt,Osiander,,5,KurtOsiander,FIG3679
3486,Richie,Smullen,,5,RichieSmullen,FIG3678
3950,Steve,White,,5,SteveWhite,FIG3677
3983,Greg,Wilson,,5,GregWilson,FIG3676
3935,Royston,Wee,,5,RoystonWee,FIG3675
3034,Montserrat,Rendon,Monster,5,MontserratRendonMonster,FIG3674
