,First,Last,Nickname,total_fights,full_name_conference,fighters_id
1334,Jared,Gordon,Flash,25,JaredGordonFlash,FIG0971
470,Zak,Bucia,,25,ZakBucia,FIG0970
1422,Chris,Gutierrez,El Guapo,25,ChrisGutierrezEl Guapo,FIG0969
1348,Damian,Grabowski,The Polish Pitbull,25,DamianGrabowskiThe Polish Pitbull,FIG0968
3471,Trevor,Smith,Hot Sauce,25,TrevorSmithHot Sauce,FIG0967
2210,Islam,Makhachev,,25,IslamMakhachev,FIG0966
2085,Chris,Liguori,,25,ChrisLiguori,FIG0965
3512,Joe,Soto,One Bad Mofo,25,JoeSotoOne Bad Mofo,FIG0964
2274,Roque,Martinez,,25,RoqueMartinez,FIG0963
306,Josh,Bennett,,25,JoshBennett,FIG0962
3323,Alex,Schoenauer,,25,AlexSchoenauer,FIG0961
1497,Josh,Haynes,Bring the Pain,25,JoshHaynesBring the Pain,FIG0960
559,Chris,Cariaso,Kamikaze,25,ChrisCariasoKamikaze,FIG0959
1684,Eugene,Jackson,The Wolf,25,EugeneJacksonThe Wolf,FIG0958
1715,Adrienna,Jenkins,AJ,25,AdriennaJenkinsAJ,FIG0957
2861,Anthony,Perosh,The Hippo,25,AnthonyPeroshThe Hippo,FIG0956
1503,David,Heath,,25,DavidHeath,FIG0955
1443,Seo Hee,Ham,,25,Seo HeeHam,FIG0954
3403,Thiago,Silva,,25,ThiagoSilva,FIG0953
1676,Blagoy,Ivanov,Baga,25,BlagoyIvanovBaga,FIG0952
629,Michael,Chiesa,Maverick,25,MichaelChiesaMaverick,FIG0951
3489,Peter,Sobotta,,25,PeterSobotta,FIG0950
1797,Chan Sung,Jung,The Korean Zombie,25,Chan SungJungThe Korean Zombie,FIG0949
3211,Wataru,Sakata,,25,WataruSakata,FIG0948
1222,Manvel,Gamburyan,The Anvil,25,ManvelGamburyanThe Anvil,FIG0947
536,Derek,Campos,The Stallion,25,DerekCamposThe Stallion,FIG0946
3755,Chris,Tuchscherer,The Crowbar,25,ChrisTuchschererThe Crowbar,FIG0945
3769,Wellington,Turman,The Prodigy,25,WellingtonTurmanThe Prodigy,FIG0944
1111,Deiveson,Figueiredo,Deus da Guerra,25,DeivesonFigueiredoDeus da Guerra,FIG0943
2958,Josh,Pulsifer,The Platypus,25,JoshPulsiferThe Platypus,FIG0942
1094,CJ,Fernandes,,25,CJFernandes,FIG0941
1089,Feng,Pengchao,,25,FengPengchao,FIG0940
2610,Gunnar,Nelson,Gunni,25,GunnarNelsonGunni,FIG0939
433,Henry,Briones,Bure,25,HenryBrionesBure,FIG0938
3886,TJ,Waldburger,,25,TJWaldburger,FIG0937
1901,Ludovit,Klein,Mr. Highlight,25,LudovitKleinMr. Highlight,FIG0936
3890,Donny,Walker,Eagle Eye,25,DonnyWalkerEagle Eye,FIG0935
2963,Qiu,Lun,Tibetan Knight,25,QiuLunTibetan Knight,FIG0934
3895,Crafton,Wallace,Blaze,25,CraftonWallaceBlaze,FIG0933
3060,Mike,Richman,The Marine,25,MikeRichmanThe Marine,FIG0932
1908,Jason,Knight,The Kid,25,JasonKnightThe Kid,FIG0931
2033,Matt,Lee,,25,MattLee,FIG0930
3049,Vitor,Ribeiro,Shaolin,25,VitorRibeiroShaolin,FIG0929
789,Alex,Da Silva,Leko,25,AlexDa SilvaLeko,FIG0928
4001,Nathaniel,Wood,The Prospect,25,NathanielWoodThe Prospect,FIG0927
4004,Salvador,Woods,,25,SalvadorWoods,FIG0926
4008,Khama,Worthy,The Death Star,25,KhamaWorthyThe Death Star,FIG0925
825,Danny,Davis,,25,DannyDavis,FIG0924
3,David,Abbott,Tank,25,DavidAbbottTank,FIG0923
1174,Patricky,Freire,Pitbull,25,PatrickyFreirePitbull,FIG0922
1210,Travis,Galbraith,The Gladiator,25,TravisGalbraithThe Gladiator,FIG0921
210,Luiz,Azeredo,,25,LuizAzeredo,FIG0920
2703,Michal,Oleksiejczuk,Hussar,25,MichalOleksiejczukHussar,FIG0919
711,Daniel,Cormier,DC,25,DanielCormierDC,FIG0918
2718,Dennis,Olson,,25,DennisOlson,FIG0917
2296,Jake,Matthews,The Celtic Kid,25,JakeMatthewsThe Celtic Kid,FIG0916
2721,Alan,Omer,,25,AlanOmer,FIG0915
3675,James,Te Huna,,25,JamesTe Huna,FIG0914
3678,John,Teixeira,Macapa,25,JohnTeixeiraMacapa,FIG0913
132,Viscardi,Andrade,,25,ViscardiAndrade,FIG0912
2704,Rafaello,Oliveira,Tractor,25,RafaelloOliveiraTractor,FIG0911
1821,Manel,Kape,StarBoy,25,ManelKapeStarBoy,FIG0910
136,Dylan,Andrews,The Villain,25,DylanAndrewsThe Villain,FIG0909
852,Rafael,Del Real,,26,RafaelDel Real,FIG0908
1017,Ramazan,Emeev,Gorets,26,RamazanEmeevGorets,FIG0907
3913,Terrion,Ware,Flash,26,TerrionWareFlash,FIG0906
1012,Lisa,Ellis,,26,LisaEllis,FIG0905
710,Muhsin,Corbbrey,,26,MuhsinCorbbrey,FIG0904
41,,Alatengheili,The Mongolian Knight,26,AlatengheiliThe Mongolian Knight,FIG0903
2846,Robert,Peralta,Problems,26,RobertPeraltaProblems,FIG0902
2280,Bristol,Marunde,,26,BristolMarunde,FIG0901
3265,Art,Santore,Pachuco,26,ArtSantorePachuco,FIG0900
682,Mark,Coleman,The Hammer,26,MarkColemanThe Hammer,FIG0899
2588,Allan,Nascimento,Puro Osso,26,AllanNascimentoPuro Osso,FIG0898
770,Abel,Cullum,The Silent Assassin,26,AbelCullumThe Silent Assassin,FIG0897
3930,Tom,Watson,Kong,26,TomWatsonKong,FIG0896
2421,Che,Mills,Beautiful,26,CheMillsBeautiful,FIG0895
974,David,Dvorak,Undertaker,26,DavidDvorakUndertaker,FIG0894
948,Antonio,Duarte,Tigre,26,AntonioDuarteTigre,FIG0893
3271,Leonardo,Santos,,26,LeonardoSantos,FIG0892
1021,Jamall,Emmers,Pretty Boy,26,JamallEmmersPretty Boy,FIG0891
2520,Flavio Luiz,Moura,,26,Flavio LuizMoura,FIG0890
6,Hiroyuki,Abe,Abe Ani,26,HiroyukiAbeAbe Ani,FIG0889
3626,Leo,Sylvest,Lethal,26,LeoSylvestLethal,FIG0888
2529,Belal,Muhammad,Remember the Name,26,BelalMuhammadRemember the Name,FIG0887
697,Mike,Cook,,26,MikeCook,FIG0886
918,CB,Dollaway,The Doberman,26,CBDollawayThe Doberman,FIG0885
2488,John,Moraga,,26,JohnMoraga,FIG0884
303,Karla,Benitez,,26,KarlaBenitez,FIG0883
3987,Matt,Wiman,,26,MattWiman,FIG0882
3406,Edson,Silva,Paredao,26,EdsonSilvaParedao,FIG0881
2253,Doug,Marshall,The Rhino,26,DougMarshallThe Rhino,FIG0880
1419,Alexander,Gustafsson,The Mauler,26,AlexanderGustafssonThe Mauler,FIG0879
1209,Brandon,Gaines,,26,BrandonGaines,FIG0878
3719,Kazuki,Tokudome,,26,KazukiTokudome,FIG0877
2689,Volkan,Oezdemir,No Time,26,VolkanOezdemirNo Time,FIG0876
2682,Chuck,O'Neil,Cold Steel,26,ChuckO'NeilCold Steel,FIG0875
1179,Clay,French,,26,ClayFrench,FIG0874
1402,Fabricio,Guerreiro,,26,FabricioGuerreiro,FIG0873
2677,Sean,O'Connell,The Real OC,26,SeanO'ConnellThe Real OC,FIG0872
3535,Waachiim,Spiritwolf,Native Warrior,26,WaachiimSpiritwolfNative Warrior,FIG0871
2345,Cody,McKenzie,,26,CodyMcKenzie,FIG0870
3483,Louis,Smolka,Da Last Samurai,26,LouisSmolkaDa Last Samurai,FIG0869
82,Ben,Alloway,Blanco,26,BenAllowayBlanco,FIG0868
2665,Diego,Nunes,The Gun,26,DiegoNunesThe Gun,FIG0867
1148,Claudionor,Fontinelle,,26,ClaudionorFontinelle,FIG0866
1369,TJ,Grant,,26,TJGrant,FIG0865
2762,Raulian,Paiva,,26,RaulianPaiva,FIG0864
3463,Maurice,Smith,,26,MauriceSmith,FIG0863
118,Makwan,Amirkhani,Mr. Finland,26,MakwanAmirkhaniMr. Finland,FIG0862
1384,Forrest,Griffin,,26,ForrestGriffin,FIG0861
1066,Jessica,Eye,Evil,26,JessicaEyeEvil,FIG0860
1064,Andre,Ewell,Mr. Highlight,26,AndreEwellMr. Highlight,FIG0859
359,Dan,Bobish,,26,DanBobish,FIG0858
3877,Jacob,Volkmann,Christmas,26,JacobVolkmannChristmas,FIG0857
440,Jonathan,Brookins,,26,JonathanBrookins,FIG0856
1516,Johny,Hendricks,Bigg Rigg,26,JohnyHendricksBigg Rigg,FIG0855
1043,Cole,Escovedo,Apache Kid,26,ColeEscovedoApache Kid,FIG0854
456,Travis,Browne,Hapa,26,TravisBrowneHapa,FIG0853
317,Dennis,Bermudez,The Menace,26,DennisBermudezThe Menace,FIG0852
729,Melquizael,Costa,Melk Cauthy,26,MelquizaelCostaMelk Cauthy,FIG0851
1041,Eric,Esch,Butterbean,26,EricEschButterbean,FIG0850
1246,Kelvin,Gastelum,,26,KelvinGastelum,FIG0849
689,Wes,Combs,The Soldier,26,WesCombsThe Soldier,FIG0848
274,Shayna,Baszler,The Queen of Spades,26,ShaynaBaszlerThe Queen of Spades,FIG0847
1868,WonBin,Ki,The Danger,26,WonBinKiThe Danger,FIG0846
293,Alan,Belcher,The Talent,26,AlanBelcherThe Talent,FIG0845
3101,Danny,Roberts,Hot Chocolate,26,DannyRobertsHot Chocolate,FIG0844
2036,Kevin,Lee,The Motown Phenom,26,KevinLeeThe Motown Phenom,FIG0843
2090,Dhiego,Lima,,26,DhiegoLima,FIG0842
2078,Liang,Na,The Dragon Girl,26,LiangNaThe Dragon Girl,FIG0841
3139,Marcelo,Rojo,Pitbull,26,MarceloRojoPitbull,FIG0840
3184,Gabe,Ruediger,Godzilla,26,GabeRuedigerGodzilla,FIG0839
591,John,Castaneda,Sexy Mexi,26,JohnCastanedaSexy Mexi,FIG0838
1859,Mark,Kerr,The Smashing Machine,26,MarkKerrThe Smashing Machine,FIG0837
2001,Ilir,Latifi,The Sledgehammer,26,IlirLatifiThe Sledgehammer,FIG0836
265,Francimar,Barroso,Bodao,26,FrancimarBarrosoBodao,FIG0835
229,Jin,Bala,,26,JinBala,FIG0834
2731,Dustin,Ortiz,,27,DustinOrtiz,FIG0833
1328,Lyman,Good,Cyborg,27,LymanGoodCyborg,FIG0832
1550,Jason,High,The Kansas City Bandit,27,JasonHighThe Kansas City Bandit,FIG0831
2008,Muhammed,Lawal,King Mo,27,MuhammedLawalKing Mo,FIG0830
3848,Marvin,Vettori,The Italian Dream,27,MarvinVettoriThe Italian Dream,FIG0829
793,Nicolas,Dalby,Danish Dynamite,27,NicolasDalbyDanish Dynamite,FIG0828
3374,Valentina,Shevchenko,Bullet,27,ValentinaShevchenkoBullet,FIG0827
18,Israel,Adesanya,The Last Stylebender,27,IsraelAdesanyaThe Last Stylebender,FIG0826
2077,Li,Jingliang,The Leech,27,LiJingliangThe Leech,FIG0825
1874,Dong Hyun,Kim,Stun Gun,27,Dong HyunKimStun Gun,FIG0824
4003,Tyron,Woodley,The Chosen One,27,TyronWoodleyThe Chosen One,FIG0823
890,Ryan,Diaz,,27,RyanDiaz,FIG0822
3135,Brett,Rogers,The Grim,27,BrettRogersThe Grim,FIG0821
3660,Manny,Tapia,The Mangler,27,MannyTapiaThe Mangler,FIG0820
3828,Joe,Vedepo,The Doctor,27,JoeVedepoThe Doctor,FIG0819
1607,John,Hosman,,27,JohnHosman,FIG0818
2158,Adam,Lynn,,27,AdamLynn,FIG0817
1629,Victor,Hugo,Striker,27,VictorHugoStriker,FIG0816
211,Luciano,Azevedo,,27,LucianoAzevedo,FIG0815
1954,Kiichi,Kunimoto,Strasser,27,KiichiKunimotoStrasser,FIG0814
4054,Yoshiyuki,Yoshida,Zenko,27,YoshiyukiYoshidaZenko,FIG0813
2100,Lucio,Linhares,,27,LucioLinhares,FIG0812
2043,Sherron,Leggett,Rob Roy,27,SherronLeggettRob Roy,FIG0811
1080,Kalindra,Faria,,27,KalindraFaria,FIG0810
2928,Callan,Potter,The Rockstar,27,CallanPotterThe Rockstar,FIG0809
1779,Shawn,Jordan,The Savage,27,ShawnJordanThe Savage,FIG0808
2581,Yui Chul,Nam,The Korean Bulldozer,27,Yui ChulNamThe Korean Bulldozer,FIG0807
998,Justin,Eilers,The Hammer,27,JustinEilersThe Hammer,FIG0806
1781,Scott,Jorgensen,Young Guns,27,ScottJorgensenYoung Guns,FIG0805
573,Cody,Carrillo,,27,CodyCarrillo,FIG0804
1420,Justin,Guthrie,,27,JustinGuthrie,FIG0803
3183,Rodolfo,Rubio Perez,Fito,27,RodolfoRubio PerezFito,FIG0802
1916,Brad,Kohler,,27,BradKohler,FIG0801
2771,Rousimar,Palhares,Toquinho,27,RousimarPalharesToquinho,FIG0800
2770,Soa,Palelei,The Hulk,27,SoaPaleleiThe Hulk,FIG0799
2209,John,Makdessi,The Bull,27,JohnMakdessiThe Bull,FIG0798
3907,Sai,Wang,The Fire Kylin,27,SaiWangThe Fire Kylin,FIG0797
1387,Jordan,Griffin,Native Psycho,27,JordanGriffinNative Psycho,FIG0796
399,Mike,Bourke,The Rhino,27,MikeBourkeThe Rhino,FIG0795
225,Shamar,Bailey,,27,ShamarBailey,FIG0794
784,Ion,Cutelaba,The Hulk,27,IonCutelabaThe Hulk,FIG0793
944,Tomasz,Drwal,Gorilla,27,TomaszDrwalGorilla,FIG0792
3563,Aljamain,Sterling,Funk Master,27,AljamainSterlingFunk Master,FIG0791
454,TJ,Brown,Downtown,27,TJBrownDowntown,FIG0790
643,Dan,Christison,The Sandman,27,DanChristisonThe Sandman,FIG0789
1046,Carla,Esparza,Cookie Monster,27,CarlaEsparzaCookie Monster,FIG0788
3879,Jason,Von Flue,Live Wire,27,JasonVon FlueLive Wire,FIG0787
230,,Balajin,The Snow Leopard,27,BalajinThe Snow Leopard,FIG0786
1813,Martin,Kampmann,The Hitman,27,MartinKampmannThe Hitman,FIG0785
2738,Pedro,Otavio,Te Pedro,27,PedroOtavioTe Pedro,FIG0784
1062,Tonya,Evinger,Triple Threat,27,TonyaEvingerTriple Threat,FIG0783
3412,Leandro,Silva,Buscape,27,LeandroSilvaBuscape,FIG0782
3497,Song,Kenan,The Assassin,27,SongKenanThe Assassin,FIG0781
426,Charlie,Brenneman,The Spaniard,27,CharlieBrennemanThe Spaniard,FIG0780
1147,Rob,Font,,27,RobFont,FIG0779
1191,Kazuyuki,Fujita,Ironhead,27,KazuyukiFujitaIronhead,FIG0778
1673,Damir,Ismagulov,Qazaq,27,DamirIsmagulovQazaq,FIG0777
2650,Alexandre Franca,Nogueira,Pequeno,27,Alexandre FrancaNogueiraPequeno,FIG0776
289,Lyle,Beerbohm,Fancy Pants,27,LyleBeerbohmFancy Pants,FIG0775
1126,Luiz,Firmino,Buscape,27,LuizFirminoBuscape,FIG0774
1664,James,Irvin,The Sandman,27,JamesIrvinThe Sandman,FIG0773
80,Brendan,Allen,All In,27,BrendanAllenAll In,FIG0772
736,Dave,Courchaine,,27,DaveCourchaine,FIG0771
594,Danny,Castillo,Last Call,27,DannyCastilloLast Call,FIG0770
3702,Oli,Thompson,,27,OliThompson,FIG0769
1694,Dustin,Jacoby,The Hanyak,27,DustinJacobyThe Hanyak,FIG0768
1963,Kaleo,Kwan,Leo Boy,27,KaleoKwanLeo Boy,FIG0767
3694,Paulo,Thiago,,27,PauloThiago,FIG0766
3762,Zubaira,Tukhugov,Warrior,27,ZubairaTukhugovWarrior,FIG0765
1219,Marcos,Galvao,Loro,27,MarcosGalvaoLoro,FIG0764
105,Amilcar,Alves,,27,AmilcarAlves,FIG0763
3718,Anatoly,Tokov,,27,AnatolyTokov,FIG0762
2321,Rob,McCullough,Razor,27,RobMcCulloughRazor,FIG0761
86,Thomas,Almeida,Thominhas,27,ThomasAlmeidaThominhas,FIG0760
4086,Zhang,Weili,Magnum,27,ZhangWeiliMagnum,FIG0759
2816,Estevan,Payan,El Terrible,28,EstevanPayanEl Terrible,FIG0758
2598,Marcio,Navarro,The Locomotive,28,MarcioNavarroThe Locomotive,FIG0757
1189,Katsuhisa,Fujii,Shamoji,28,KatsuhisaFujiiShamoji,FIG0756
3581,Rick,Story,The Horror,28,RickStoryThe Horror,FIG0755
2812,Julio,Paulino,The Dominican Demon,28,JulioPaulinoThe Dominican Demon,FIG0754
144,Gadzhimurad,Antigulov,,28,GadzhimuradAntigulov,FIG0753
1526,Dave,Herman,,28,DaveHerman,FIG0752
759,Daron,Cruickshank,Detroit Superstar,28,DaronCruickshankDetroit Superstar,FIG0751
3411,Erick,Silva,,28,ErickSilva,FIG0750
3993,Jason,Witt,The Vanilla Gorilla,28,JasonWittThe Vanilla Gorilla,FIG0749
1530,Ramiro,Hernandez,Junior,28,RamiroHernandezJunior,FIG0748
1741,Lavar,Johnson,Big,28,LavarJohnsonBig,FIG0747
1058,Rashad,Evans,Suga,28,RashadEvansSuga,FIG0746
584,Johnny,Case,Hollywood,28,JohnnyCaseHollywood,FIG0745
345,Jason,Black,The Black Legion,28,JasonBlackThe Black Legion,FIG0744
3785,Kengo,Ura,Uraken,28,KengoUraUraken,FIG0743
3787,Hector,Urbina,El Toro,28,HectorUrbinaEl Toro,FIG0742
3876,Alexander,Volkanovski,The Great,28,AlexanderVolkanovskiThe Great,FIG0741
5,Shamil,Abdurakhimov,Abrek,28,ShamilAbdurakhimovAbrek,FIG0740
3685,James,Terry,Intensity,28,JamesTerryIntensity,FIG0739
439,Mike,Bronzoulis,The Greek,28,MikeBronzoulisThe Greek,FIG0738
3498,Song,Yadong,Kung Fu Kid,28,SongYadongKung Fu Kid,FIG0737
2416,Micah,Miller,Maverick,28,MicahMillerMaverick,FIG0736
2977,Jordan,Radev,,28,JordanRadev,FIG0735
1928,Josh,Koscheck,,28,JoshKoscheck,FIG0734
2338,Conor,McGregor,The Notorious,28,ConorMcGregorThe Notorious,FIG0733
32,Hitomi,Akano,Girlfight Monster,28,HitomiAkanoGirlfight Monster,FIG0732
33,Omari,Akhmedov,Wolverine,28,OmariAkhmedovWolverine,FIG0731
2676,TJ,O'Brien,The Spider,28,TJO'BrienThe Spider,FIG0730
2976,Benji,Radach,Razor,28,BenjiRadachRazor,FIG0729
1470,Gerald,Harris,,28,GeraldHarris,FIG0728
3527,Tommy,Speer,,28,TommySpeer,FIG0727
812,Beneil,Dariush,,28,BeneilDariush,FIG0726
2035,Vaughan,Lee,,28,VaughanLee,FIG0725
1933,Matt,Kovacs,300,28,MattKovacs300,FIG0724
2212,Zach,Makovsky,Fun Size,28,ZachMakovskyFun Size,FIG0723
1758,Jon,Jones,Bones,28,JonJonesBones,FIG0722
964,Evan,Dunham,,28,EvanDunham,FIG0721
1170,Ian,Freeman,The Machine,28,IanFreemanThe Machine,FIG0720
3541,Georges,St-Pierre,Rush,28,GeorgesSt-PierreRush,FIG0719
3545,Cody,Stamann,The Spartan,28,CodyStamannThe Spartan,FIG0718
2202,Bill,Mahood,The Butcher,28,BillMahoodThe Butcher,FIG0717
2666,Amanda,Nunes,The Lioness,28,AmandaNunesThe Lioness,FIG0716
1862,Rustam,Khabilov,Tiger,28,RustamKhabilovTiger,FIG0715
763,Dominick,Cruz,The Dominator,28,DominickCruzThe Dominator,FIG0714
25,Jessica,Aguilar,Jag,28,JessicaAguilarJag,FIG0713
3891,Johnny,Walker,,28,JohnnyWalker,FIG0712
3982,Chris,Wilson,The Professor,28,ChrisWilsonThe Professor,FIG0711
1982,Ricardo,Lamas,The Bully,28,RicardoLamasThe Bully,FIG0710
1559,Branden Lee,Hinkle,The Iron Lion,28,Branden LeeHinkleThe Iron Lion,FIG0709
3803,Victor,Valimaki,The Matrix,28,VictorValimakiThe Matrix,FIG0708
216,Ryan,Bader,Darth,28,RyanBaderDarth,FIG0707
3662,Miesha,Tate,Cupcake,28,MieshaTateCupcake,FIG0706
3084,Jimmie,Rivera,El Terror,28,JimmieRiveraEl Terror,FIG0705
1581,Kurt,Holobaugh,,28,KurtHolobaugh,FIG0704
2367,Derrick,Mehmen,Caveman,28,DerrickMehmenCaveman,FIG0703
4047,,Yizha,,28,Yizha,FIG0702
1820,Kyung Ho,Kang,Mr. Perfect,28,Kyung HoKangMr. Perfect,FIG0701
2722,Daniel,Omielanczuk,,28,DanielOmielanczuk,FIG0700
3373,Chase,Sherman,The Vanilla Gorilla,28,ChaseShermanThe Vanilla Gorilla,FIG0699
235,Tae Hyun,Bang,Supernatural,28,Tae HyunBangSupernatural,FIG0698
1315,Gabriel,Gonzaga,Napao,28,GabrielGonzagaNapao,FIG0697
2123,Diego,Lopes,,28,DiegoLopes,FIG0696
491,Gilbert,Burns,Durinho,28,GilbertBurnsDurinho,FIG0695
416,David,Branch,,28,DavidBranch,FIG0694
1735,Anthony,Johnson,Rumble,28,AnthonyJohnsonRumble,FIG0693
2535,Pedro,Munhoz,The Young Punisher,28,PedroMunhozThe Young Punisher,FIG0692
2137,Ian,Loveland,The Barn Owl,28,IanLovelandThe Barn Owl,FIG0691
2642,Anthony,Njokuani,The Assassin,28,AnthonyNjokuaniThe Assassin,FIG0690
1634,Mark,Hunt,Super Samoan,28,MarkHuntSuper Samoan,FIG0689
2730,Jorge,Ortiz,The Naked Man,28,JorgeOrtizThe Naked Man,FIG0688
1555,Angela,Hill,Overkill,28,AngelaHillOverkill,FIG0687
3696,Ryan,Thomas,The Tank Engine,28,RyanThomasThe Tank Engine,FIG0686
1215,Tom,Gallicchio,Da Tank,29,TomGallicchioDa Tank,FIG0685
1386,Max,Griffin,Pain,29,MaxGriffinPain,FIG0684
823,Justin,Davis,Dangerous,29,JustinDavisDangerous,FIG0683
2110,Artem,Lobov,The Russian Hammer,29,ArtemLobovThe Russian Hammer,FIG0682
668,Brian,Cobb,,29,BrianCobb,FIG0681
1911,Isao,Kobayashi,,29,IsaoKobayashi,FIG0680
782,Pat,Curran,Paddy Mike,29,PatCurranPaddy Mike,FIG0679
2536,Andre,Muniz,Sergipano,29,AndreMunizSergipano,FIG0678
2835,Sherman,Pendergarst,The Tank,29,ShermanPendergarstThe Tank,FIG0677
2430,Frank,Mir,,29,FrankMir,FIG0676
3664,Thiago,Tavares,,29,ThiagoTavares,FIG0675
619,Morgan,Charriere,The Last Pirate,29,MorganCharriereThe Last Pirate,FIG0674
2670,Khabib,Nurmagomedov,The Eagle,29,KhabibNurmagomedovThe Eagle,FIG0673
242,Bryan,Barberena,Bam Bam,29,BryanBarberenaBam Bam,FIG0672
3666,Brad,Tavares,,29,BradTavares,FIG0671
3465,Scott,Smith,Hands of Steel,29,ScottSmithHands of Steel,FIG0670
3334,Mike,Seal,Crazy Boy,29,MikeSealCrazy Boy,FIG0669
1436,Uriah,Hall,Prime Time,29,UriahHallPrime Time,FIG0668
430,Jason,Brilz,Hitman,29,JasonBrilzHitman,FIG0667
3337,Neil,Seery,2Tap,29,NeilSeery2Tap,FIG0666
205,Saad,Awad,Assassin,29,SaadAwadAssassin,FIG0665
1687,Damon,Jackson,The Leech,29,DamonJacksonThe Leech,FIG0664
2780,Bryan,Pardoe,Pain Inducer,29,BryanPardoePain Inducer,FIG0663
3924,Michelle,Waterson-Gomez,The Karate Hottie,29,MichelleWaterson-GomezThe Karate Hottie,FIG0662
3552,Kalib,Starnes,,29,KalibStarnes,FIG0661
1408,Chris,Guillen,,29,ChrisGuillen,FIG0660
2954,Juan,Puerta,Leadfeather,29,JuanPuertaLeadfeather,FIG0659
3823,Billy,Vaughan,,29,BillyVaughan,FIG0658
2440,David,Mitchell,Daudi,29,DavidMitchellDaudi,FIG0657
2758,Damacio,Page,The Angel of Death,29,DamacioPageThe Angel of Death,FIG0656
2266,Danny,Martinez,The Gremlin,29,DannyMartinezThe Gremlin,FIG0655
3641,Yoko,Takahashi,,29,YokoTakahashi,FIG0654
1522,Victor,Henry,La Mangosta,29,VictorHenryLa Mangosta,FIG0653
2067,Marcus,LeVesseur,The Prospect,29,MarcusLeVesseurThe Prospect,FIG0652
1663,Jason,Ireland,The Irish Tornado,29,JasonIrelandThe Irish Tornado,FIG0651
155,Felipe,Arantes,Sertanejo,29,FelipeArantesSertanejo,FIG0650
4075,Marius,Zaromskis,The Whitemare,29,MariusZaromskisThe Whitemare,FIG0649
4016,,Wulijiburen,Beast Master,29,WulijiburenBeast Master,FIG0648
931,Tiago,dos Santos e Silva,Trator,29,Tiagodos Santos e SilvaTrator,FIG0647
1318,Nick,Gonzalez,The Ghost,29,NickGonzalezThe Ghost,FIG0646
3150,,Rongzhu,,29,Rongzhu,FIG0645
1667,Mitsuhiro,Ishida,The Endless Warrior,29,MitsuhiroIshidaThe Endless Warrior,FIG0644
3292,Yuta,Sasaki,Ulka,29,YutaSasakiUlka,FIG0643
19,Sam,Adkins,The Experience,29,SamAdkinsThe Experience,FIG0642
1719,Ryan,Jensen,,29,RyanJensen,FIG0641
2080,Chuck,Liddell,The Iceman,29,ChuckLiddellThe Iceman,FIG0640
3152,George,Roop,,29,GeorgeRoop,FIG0639
1205,Justin,Gaethje,The Highlight,29,JustinGaethjeThe Highlight,FIG0638
2449,Eiji,Mitsuoka,,29,EijiMitsuoka,FIG0637
1190,Megumi,Fujii,Mega Megu,29,MegumiFujiiMega Megu,FIG0636
3642,Daiju,Takase,,29,DaijuTakase,FIG0635
2457,Tatsuya,Mizuno,,29,TatsuyaMizuno,FIG0634
1604,Chris,Horodecki,The Polish Hammer,29,ChrisHorodeckiThe Polish Hammer,FIG0633
1028,Kenny,Ento,Tha' Dragon,29,KennyEntoTha' Dragon,FIG0632
2441,Danny,Mitchell,The Cheesecake Assassin,29,DannyMitchellThe Cheesecake Assassin,FIG0631
1842,Julie,Kedzie,,29,JulieKedzie,FIG0630
2356,Anistavio,Medeiros,Gasparzinho,29,AnistavioMedeirosGasparzinho,FIG0629
453,Damien,Brown,Beatdown,29,DamienBrownBeatdown,FIG0628
3079,Jorge,Rivera,El Conquistador,29,JorgeRiveraEl Conquistador,FIG0627
1267,Cody,Gibson,The Renegade,29,CodyGibsonThe Renegade,FIG0626
1836,Yusuke,Kawaguchi,,30,YusukeKawaguchi,FIG0625
2939,Michel,Prazeres,Tractor,30,MichelPrazeresTractor,FIG0624
1185,Don,Frye,The Predator,30,DonFryeThe Predator,FIG0623
2964,Bao,Quach,,30,BaoQuach,FIG0622
1020,Rob,Emerson,The Saint,30,RobEmersonThe Saint,FIG0621
1834,Calvin,Kattar,,30,CalvinKattar,FIG0620
724,Jadson,Costa,,30,JadsonCosta,FIG0619
1173,Patricio,Freire,Pitbull,30,PatricioFreirePitbull,FIG0618
1018,Aleksander,Emelianenko,,30,AleksanderEmelianenko,FIG0617
2640,Yamato,Nishikawa,,30,YamatoNishikawa,FIG0616
2351,James,McSweeney,The Hammer,30,JamesMcSweeneyThe Hammer,FIG0615
1261,Christos,Giagos,The Spartan,30,ChristosGiagosThe Spartan,FIG0614
2373,Gilbert,Melendez,El Nino,30,GilbertMelendezEl Nino,FIG0613
1785,Krzysztof,Jotko,,30,KrzysztofJotko,FIG0612
3525,Ryan,Spann,Superman,30,RyanSpannSuperman,FIG0611
3744,Frank,Trigg,Twinkle Toes,30,FrankTriggTwinkle Toes,FIG0610
2620,Carlos,Newton,The Ronin,30,CarlosNewtonThe Ronin,FIG0609
3840,Marlon,Vera,Chito,30,MarlonVeraChito,FIG0608
555,Bryan,Caraway,Kid Lightning,30,BryanCarawayKid Lightning,FIG0607
1831,Tetsuji,Kato,,30,TetsujiKato,FIG0606
737,Randy,Couture,The Natural,30,RandyCoutureThe Natural,FIG0605
4032,Takeshi,Yamazaki,,30,TakeshiYamazaki,FIG0604
323,Edson,Berto,Little Tiger,30,EdsonBertoLittle Tiger,FIG0603
885,Hacran,Dias,Barnabe,30,HacranDiasBarnabe,FIG0602
